"key","status","en_was","en","translation"
"data.trails.caledonia-alternative.winterNotes","new","","Muddy sections. Snow possible at Troodos end. Start early.","Porțiuni noroioase. Posibil zăpadă la capătul dinspre Troodos. Porniți devreme."
"data.trails.caledonia-alternative.winterSafety","new","","Point-to-point: arrange transport. Muddy sections; snow possible at Troodos end. Full-day hike; start early.","Traseu liniar: aranjați transportul. Porțiuni noroioase; posibil zăpadă la capătul dinspre Troodos. Drumeție de o zi întreagă; porniți devreme."
"data.trails.caledonia-falls.localSecret","new","","The falls are most impressive 1 to 2 days after rain. Check flow online or ask at Platres cafés.","Cascada impresionează cel mai mult la 1–2 zile după ploaie. Verificați debitul online sau întrebați în cafenelele din Platres."
"data.trails.caledonia-falls.winterNotes","new","","Muddy sections after rain. High slip risk at river crossings. Wear waterproof boots. Waterfall flow peaks in late winter/spring.","Porțiuni noroioase după ploaie. Risc mare de alunecare la traversările râului. Purtați bocanci impermeabili. Debitul cascadei e maxim la sfârșitul iernii/primăvara."
"data.trails.caledonia-falls.winterSafety","new","","Slippery rocks near the falls. Stay on the path. Stream can rise quickly after rain; do not attempt in storm conditions. Trail can be muddy; waterproof boots essential.","Stânci alunecoase lângă cascadă. Rămâneți pe potecă. Pârâul poate crește repede după ploaie; nu încercați pe furtună. Poteca poate fi noroioasă; bocancii impermeabili sunt esențiali."
"data.trails.cape-aspro.localSecret","new","","Narrow section at start—passable but careful. The combination of cliffs and sea is unforgettable.","Porțiune îngustă la început — se trece, dar cu grijă. Combinația de faleze și mare e de neuitat."
"data.trails.cape-aspro.winterNotes","new","","Ideal in winter. No shade at all. Cloudy days add drama.","Ideal iarna. Deloc umbră. Zilele înnorate adaugă dramatism."
"data.trails.cape-greco.localSecret","new","","Start at Konnos Bay and walk toward the sea caves. The light on the limestone is best in the afternoon. Combine with Konnos for a swim in summer or a coffee in winter.","Porniți din golful Konnos și mergeți spre peșterile marine. Lumina pe calcar e cea mai frumoasă după-amiaza. Combinați cu Konnos — o baie vara sau o cafea iarna."
"data.trails.cape-greco.winterNotes","new","","Ideal winter hike. No snow, mild temps. Good for escaping cold elsewhere.","Drumeție de iarnă ideală. Fără zăpadă, temperaturi blânde. Bună pentru a scăpa de frigul din altă parte."
"data.trails.cape-greco.winterSafety","new","","Ideal winter hike; mild, no snow. Coastal wind can be brisk; bring a layer. Path well-marked.","Drumeție de iarnă ideală; blândă, fără zăpadă. Vântul de coastă poate fi tăios; luați un strat în plus. Poteca e bine marcată."
"data.trails.choirokoitia-trail.localSecret","new","","Do the site first, then walk toward the village for context.","Întâi situl, apoi mergeți spre sat — pentru context."
"data.trails.choirokoitia-trail.winterNotes","new","","Official outside-forest trail. Winter is a good season—cooler and quieter.","Traseu oficial în afara pădurii. Iarna e un sezon bun — mai răcoros și mai liniștit."
"data.trails.chorteri.localSecret","new","","Combine with a mouflon visit at the station before you start—the forest rewards an early start.","Combinați cu o vizită la muflonii stației înainte de start — pădurea răsplătește plecarea devreme."
"data.trails.chorteri.winterNotes","new","","Cool at elevation. Can be muddy after rain. Forest station café open seasonally.","Răcoros la altitudine. Noroios după ploaie. Cafeneaua stației forestiere e deschisă sezonier."
"data.trails.chrysovrysi.localSecret","new","","Fill canteens at Chrysovrysi. End near Amiantos Botanical Garden / Geopark Visitor Centre.","Umpleți bidoanele la Chrysovrysi. Încheiați lângă Grădina Botanică Amiantos / centrul de vizitatori al Geoparcului."
"data.trails.chrysovrysi.winterNotes","new","","Official guide lists March–November. Downhill linear—arrange a lift at Amiantos. Spring water at the start.","Ghidul oficial indică martie–noiembrie. Liniar la vale — aranjați o preluare la Amiantos. Apă de izvor la start."
"data.trails.dwarf-oaks.localSecret","new","","Golden oak, black pine. Short and gentle. Ideal for a soft start.","Stejar auriu, pin negru. Scurt și blând. Ideal pentru un început lin."
"data.trails.dwarf-oaks.winterNotes","new","","Often clear. Gentle. Good for families.","Adesea senin. Blând. Bun pentru familii."
"data.trails.dymes-pelendri.localSecret","new","","Old mule path feel—quiet Krasochoria connector between villages.","Aer de vechi drum de catâri — o legătură liniștită a Krasochoriei între sate."
"data.trails.dymes-pelendri.winterNotes","new","","Official outside-forest trail. Winter is a good season—cooler and quieter.","Traseu oficial în afara pădurii. Iarna e un sezon bun — mai răcoros și mai liniștit."
"data.trails.e4-troodos-platres.localSecret","new","","A taste of the full E4. Fit hikers can tag Caledonia Falls as a detour. Platres for post-hike warmth.","O mostră din E4 complet. Drumeții în formă pot adăuga cascada Caledonia ca ocol. Platres pentru încălzire după."
"data.trails.e4-troodos-platres.winterNotes","new","","Check conditions; snow possible at elevation. Often clear in December or March.","Verificați condițiile; posibil zăpadă la altitudine. Adesea senin în decembrie sau martie."
"data.trails.ezousa-valley.localSecret","new","","The view from the rock church is the payoff—plan a late-morning start so the valley light opens up.","Priveliștea de la biserica din stâncă e răsplata — porniți spre finalul dimineții, când lumina se deschide peste vale."
"data.trails.ezousa-valley.winterNotes","new","","Mild Paphos hills. Valley can be muddy after rain. Centre has exhibits and documentaries.","Dealurile blânde ale Paphosului. Valea poate fi noroioasă după ploaie. Centrul are expoziții și documentare."
"data.trails.fikardou-archontides.localSecret","new","","Part of the Machairas–Fikardou E4 chain—map the full linear day.","Parte din lanțul E4 Machairas–Fikardou — planificați ziua liniară completă."
"data.trails.fikardou-archontides.winterNotes","new","","Official outside-forest trail. Winter is a good season—cooler and quieter.","Traseu oficial în afara pădurii. Iarna e un sezon bun — mai răcoros și mai liniștit."
"data.trails.germasogeia-kyparissia.localSecret","new","","Krasochoria wineries nearby. Combine with a tasting for a full Limassol day.","Cramele Krasochoria sunt aproape. Combinați cu o degustare pentru o zi Limassol completă."
"data.trails.germasogeia-kyparissia.winterNotes","new","","Cool and pleasant. No shade in sections—winter is ideal.","Răcoros și plăcut. Fără umbră pe porțiuni — iarna e ideală."
"data.trails.germasogeia-weir.localSecret","new","","Not the 13 km Kyparissia hike—this is the easy weir peninsula loop.","Nu e drumeția de 13 km Kyparissia — aceasta e bucla ușoară a peninsulei stăvilarului."
"data.trails.germasogeia-weir.winterNotes","new","","Official outside-forest trail. Winter is a good season—cooler and quieter.","Traseu oficial în afara pădurii. Iarna e un sezon bun — mai răcoros și mai liniștit."
"data.trails.gnafkio.localSecret","new","","Start from Kykkos–Tsakistra for steep descent first. Near Gnafkio trailhead is Panthea.","Porniți de la Kykkos–Tsakistra ca să aveți coborârea abruptă la început. Lângă startul Gnafkio se află Panthea."
"data.trails.gnafkio.winterNotes","new","","Winter brings snow on Troodos. The moss and green are stunning.","Iarna aduce zăpadă pe Troodos. Mușchiul și verdele sunt uluitoare."
"data.trails.gourri.localSecret","new","","Waterfall at the end—go after rain for best flow.","Cascadă la final — mergeți după ploaie pentru cel mai bun debit."
"data.trails.gourri.winterNotes","new","","Official outside-forest trail. Winter is a good season—cooler and quieter.","Traseu oficial în afara pădurii. Iarna e un sezon bun — mai răcoros și mai liniștit."
"data.trails.horteri-extended.localSecret","new","","Quieter than Artemis. More than a leg-stretcher. Platres trout rewards.","Mai liniștit decât Artemis. Mai mult decât o dezmorțire. Păstrăvul din Platres răsplătește."
"data.trails.horteri-extended.winterNotes","new","","Cool at elevation. Often clear. Platres nearby for warmth.","Răcoros la altitudine. Adesea senin. Platres e aproape pentru încălzire."
"data.trails.horteri.localSecret","new","","The solitude is the reward. You'll see few people. The forest ridge has moments of pure quiet. Earn your Platres lunch.","Singurătatea e răsplata. Veți vedea puțini oameni. Creasta împădurită are momente de liniște pură. Meritați-vă prânzul din Platres."
"data.trails.horteri.winterNotes","new","","Snow possible Jan to Mar. Microspikes may be needed. Start early.","Posibil zăpadă ian.–mar. Pot fi necesari colțari ușori. Porniți devreme."
"data.trails.horteri.winterSafety","new","","For experienced hikers only. Snow likely Jan to Mar at elevation. Microspikes essential. Tell someone your route. Emergency: 112.","Doar pentru drumeți experimentați. Zăpadă probabilă ian.–mar. la altitudine. Colțarii ușori sunt esențiali. Spuneți cuiva ruta voastră. Urgențe: 112."
"data.trails.kalevounari.localSecret","new","","Short Limassol escape—pair with Germasogeia Weir for a double loop.","O scurtă evadare din Limassol — combinați cu stăvilarul Germasogeia pentru o buclă dublă."
"data.trails.kalevounari.winterNotes","new","","Official outside-forest trail. Winter is a good season—cooler and quieter.","Traseu oficial în afara pădurii. Iarna e un sezon bun — mai răcoros și mai liniștit."
"data.trails.kalidonia-alt.localSecret","new","","Different path to the same falls. Forest, stream. Platres warms you after.","Alt drum spre aceleași cascade. Pădure, pârâu. Platres încălzește după."
"data.trails.kalidonia-alt.winterNotes","new","","Muddy sections possible. Waterproof boots. Falls reward.","Posibil noroi. Bocanci impermeabili. Cascada răsplătește."
"data.trails.kalopanagiotis-oikos.localSecret","new","","Start at the monastery for frescoes first, then walk toward Oikos.","Începeți la mănăstire cu frescele, apoi mergeți spre Oikos."
"data.trails.kalopanagiotis-oikos.winterNotes","new","","Official outside-forest trail. Winter is a good season—cooler and quieter.","Traseu oficial în afara pădurii. Iarna e un sezon bun — mai răcoros și mai liniștit."
"data.trails.kampos-tou-livadiou.localSecret","new","","The Solea Valley view opens up halfway round. Quieter than Artemis and Atalante. Combine with Platres trout tavernas.","Priveliștea văii Solea se deschide la jumătatea buclei. Mai liniștit decât Artemis și Atalante. Combinați cu tavernele cu păstrăv din Platres."
"data.trails.kampos-tou-livadiou.winterNotes","new","","Official guide lists March–November as most suitable; often clear when higher trails have snow. Watch forest-road junctions at the start.","Ghidul oficial indică martie–noiembrie; adesea senin când traseele mai înalte au zăpadă. Atenție la intersecțiile drumurilor forestiere la început."
"data.trails.kannoures-agios-nikolaos.localSecret","new","","Finish at Agios Nikolaos tis Stegis; continue 3 km by road into Kakopetria’s old neighbourhood.","Încheiați la Agios Nikolaos tis Stegis; continuați 3 km pe șosea până în cartierul vechi din Kakopetria."
"data.trails.kannoures-agios-nikolaos.winterNotes","new","","Official guide lists March–November. Frequent river crossings—high slip risk after rain. Arrange transport at Kakopetria.","Ghidul oficial indică martie–noiembrie. Traversări frecvente de râu — risc mare de alunecare după ploaie. Aranjați transportul la Kakopetria."
"data.trails.karvounarka.localSecret","new","","Combine with Moutti tis Athasias for the cave. Vavatsinia restaurants for lunch.","Combinați cu Moutti tis Athasias pentru peșteră. Restaurantele din Vavatsinia pentru prânz."
"data.trails.karvounarka.winterNotes","new","","Winter fog adds atmosphere. Second leg on road—exposed in summer.","Ceața de iarnă adaugă atmosferă. A doua porțiune pe șosea — expusă vara."
"data.trails.kastrovounos.localSecret","new","","Combine with Millomeris or Platres trout for a soft Troodos half-day.","Combinați cu Millomeris sau păstrăvul din Platres pentru o jumătate de zi blândă în Troodos."
"data.trails.kastrovounos.winterNotes","new","","Official outside-forest trail. Winter is a good season—cooler and quieter.","Traseu oficial în afara pădurii. Iarna e un sezon bun — mai răcoros și mai liniștit."
"data.trails.kavos-trail.localSecret","new","","Less crowded than Cyclops. Pair with Sea Caves–Agioi Anargyroi for a longer coastal day.","Mai puțin aglomerat decât traseul Ciclopului. Combinați cu Peșterile Marine–Agioi Anargyroi pentru o zi de coastă mai lungă."
"data.trails.kavos-trail.winterNotes","new","","Ideal winter walk. Mild, coastal. Steep rocky cliffs on the south side—stay on path.","Plimbare de iarnă ideală. Blândă, de coastă. Faleze stâncoase abrupte pe partea sudică — rămâneți pe potecă."
"data.trails.kionia-profitis-elias.localSecret","new","","Start from Kionia for downhill to Profitis Elias. Arrange car at both ends.","Porniți de la Kionia pentru coborâre spre Profitis Elias. Aranjați mașină la ambele capete."
"data.trails.kionia-profitis-elias.winterNotes","new","","Ideal winter hike. Cool forest. Profitis Elias start needs 5 km dirt road.","Drumeție de iarnă ideală. Pădure răcoroasă. Startul de la Profitis Elias cere 5 km de drum de pământ."
"data.trails.kionia.localSecret","new","","Solid half-day. Forest and ridges. Platres trout.","O jumătate de zi solidă. Pădure și creste. Păstrăv în Platres."
"data.trails.kionia.winterNotes","new","","Crisp. Check conditions. Platres nearby.","Proaspăt. Verificați condițiile. Platres în apropiere."
"data.trails.konnoi-cyclops.localSecret","new","","Café and water sports at Konnos. Pair with Agioi Anargyroi loop for a fuller park morning.","Cafenea și sporturi nautice la Konnos. Combinați cu bucla Agioi Anargyroi pentru o dimineață mai plină în parc."
"data.trails.konnoi-cyclops.winterNotes","new","","Ideal winter walk. Mild, no snow. Year-round per official guide.","Plimbare de iarnă ideală. Blândă, fără zăpadă. Tot anul, conform ghidului oficial."
"data.trails.kryos-potamos-loop.localSecret","new","","The stream, the moss, the forest. A gentler taste of the Caledonia valley. Psilo Dendro for trout after.","Pârâul, mușchiul, pădurea. O mostră mai blândă a văii Caledonia. Apoi păstrăv la Psilo Dendro."
"data.trails.kryos-potamos-loop.winterNotes","new","","Muddy after rain. Wear waterproof boots. Winter flow in the stream is strong.","Noroios după ploaie. Purtați bocanci impermeabili. Debitul pârâului e puternic iarna."
"data.trails.kykkos-konizi.localSecret","new","","At 5 km, old gravel road—go right at water tank. Left at curve, not right. Very few know this trail.","La km 5, drum vechi de pietriș — la dreapta la rezervorul de apă. La stânga în curbă, nu la dreapta. Foarte puțini cunosc acest traseu."
"data.trails.kykkos-konizi.winterNotes","new","","Best in winter. Avoid rain. Snakes less active. Do not go alone.","Cel mai bine iarna. Evitați ploaia. Șerpii sunt mai puțin activi. Nu mergeți singuri."
"data.trails.kykkos-konizi.winterSafety","new","","Do not hike alone. Snakes possible in warm months. Signal patchy. Tell someone your route.","Nu faceți drumeția singuri. Posibili șerpi în lunile calde. Semnal slab. Spuneți cuiva ruta voastră."
"data.trails.lagoudera-agros.localSecret","new","","Near Panagia tou Araka trailhead—UNESCO churches plus ridge walking.","Aproape de startul Panagia tou Araka — biserici UNESCO plus mers pe creastă."
"data.trails.lagoudera-agros.winterNotes","new","","Grade 3—arrange transport. Cooler and quieter in winter.","Gradul 3 — aranjați transportul. Mai răcoros și mai liniștit iarna."
"data.trails.lagoudera-madari.localSecret","new","","Link with madari-ridge for a full Adelfi day if fitness allows.","Legați cu creasta Madari pentru o zi Adelfi completă, dacă vă ține condiția."
"data.trails.lagoudera-madari.winterNotes","new","","Grade 3 linear—car at both ends or return via road.","Liniar de gradul 3 — mașină la ambele capete sau întoarcere pe șosea."
"data.trails.larnaca-salt-lake.localSecret","new","","Flamingos, salt, mosque. Flat. Winter is peak bird season.","Flamingo, sare, moschee. Plat. Iarna e vârful sezonului păsărilor."
"data.trails.larnaca-salt-lake.winterNotes","new","","Flamingos in winter. Flat, easy. Ideal for birdwatchers.","Flamingo iarna. Plat, ușor. Ideal pentru ornitologi."
"data.trails.lazanias-fikardou.localSecret","new","","End in Fikardou for preserved stone houses—arrange car at both ends.","Încheiați la Fikardou, cu casele de piatră conservate — aranjați mașină la ambele capete."
"data.trails.lazanias-fikardou.winterNotes","new","","Official outside-forest trail. Winter is a good season—cooler and quieter.","Traseu oficial în afara pădurii. Iarna e un sezon bun — mai răcoros și mai liniștit."
"data.trails.lefkara-metamorfoseos.localSecret","new","","Combine with lace shopping in Pano Lefkara before the walk.","Înainte de plimbare, cumpărături de dantelă în Pano Lefkara."
"data.trails.lefkara-metamorfoseos.winterNotes","new","","Official outside-forest trail. Winter is a good season—cooler and quieter.","Traseu oficial în afara pădurii. Iarna e un sezon bun — mai răcoros și mai liniștit."
"data.trails.lefkara-path.localSecret","new","","Lace and stone. Village to village. Zygi for fish after.","Dantelă și piatră. Din sat în sat. Apoi pește la Zygi."
"data.trails.lefkara-path.winterNotes","new","","Grade 3 descending trail. Mild Larnaca hills. Quieter villages in winter.","Traseu descendent de gradul 3. Dealurile blânde ale Larnacăi. Sate mai liniștite iarna."
"data.trails.lemithou.localSecret","new","","Walk back via the road for a circular day with Treis Elies.","Întoarceți-vă pe șosea — iese o zi circulară cu Treis Elies."
"data.trails.lemithou.winterNotes","new","","Official outside-forest trail. Winter is a good season—cooler and quieter.","Traseu oficial în afara pădurii. Iarna e un sezon bun — mai răcoros și mai liniștit."
"data.trails.livadi-trail.localSecret","new","","Short and sweet. Pair with Kampos tou Livadiou picnic site. Ideal for first-timers or families.","Scurt și plăcut. Combinați cu locul de picnic Kampos tou Livadiou. Ideal pentru începători sau familii."
"data.trails.livadi-trail.winterNotes","new","","Official guide lists April–October as most suitable; often clear when higher trails have snow. Good for families.","Ghidul oficial indică aprilie–octombrie; adesea senin când traseele mai înalte au zăpadă. Bun pentru familii."
"data.trails.loumata-ton-aeton.localSecret","new","","Valley of the Eagles. Short but characterful. Pair with Chrysovrysi or Amiantos Botanical Garden.","Valea Vulturilor. Scurtă, dar cu caracter. Asociați-o cu Chrysovrysi sau Grădina Botanică Amiantos."
"data.trails.loumata-ton-aeton.winterNotes","new","","Official guide lists April–November; winter river levels rise—risk of slipping at crossings. Linear—arrange transport.","Ghidul oficial indică aprilie–noiembrie; iarna nivelul râului crește — risc de alunecare la traversări. Liniar — aranjați transportul."
"data.trails.machairas-forest.localSecret","new","","The monastery is the centrepiece. Forest trail, mountain air. Agros for loukoumi and rose products after.","Mănăstirea e piesa centrală. Potecă de pădure, aer de munte. Apoi Agros pentru loukoumi și produse din trandafiri."
"data.trails.machairas-forest.winterNotes","new","","Good winter hike. Monastery at 870m; wrap up. Often clear when Troodos has snow.","Drumeție de iarnă bună. Mănăstirea e la 870 m; îmbrăcați-vă gros. Adesea senin când Troodos are zăpadă."
"data.trails.machairas-lazanias.localSecret","new","","Extend toward Fikardou for a UNESCO village finish.","Prelungiți spre Fikardou — un final într-un sat UNESCO."
"data.trails.machairas-lazanias.winterNotes","new","","Magic after rain—stream and greenery. Grade 3 river crossings.","Magie după ploaie — pârâu și verdeață. Traversări de râu de gradul 3."
"data.trails.madari-ridge.localSecret","new","","The fire watchtower at km 2.5. Climb it if you can. The 360° views are worth the extra steps. Kyperounta Winery is nearby—among Europe's highest wineries. Combine if you have time.","Turnul de veghe pentru incendii de la km 2,5. Urcați dacă puteți; priveliștea la 360° merită pașii în plus. Crama Kyperounta e aproape — printre cele mai înalte din Europa. Combinați dacă aveți timp."
"data.trails.madari-ridge.winterNotes","new","","Can be windy. Snow on ridge in Jan to Feb. On clear days the coast stretches out.","Poate fi vânt. Zăpadă pe creastă ian.–feb. În zilele senine coasta se întinde până departe."
"data.trails.madari-ridge.winterSafety","new","","Ridge is exposed; wind chill significant. Snow possible Jan to Feb. 360° views on clear days. Emergency: 112.","Creasta e expusă; senzația de frig dată de vânt e semnificativă. Posibil zăpadă ian.–feb. Priveliști la 360° în zilele senine. Urgențe: 112."
"data.trails.mesa-potamos.localSecret","new","","From Limassol: Saittas road, Kato Amiantos. Look for waterfall signs. The monastery is the surprise.","Din Limassol: drumul Saittas, Kato Amiantos. Căutați indicatoarele cascadei. Mănăstirea e surpriza."
"data.trails.mesa-potamos.winterNotes","new","","Mild. Good winter option. Spring for peak flow.","Blând. O opțiune bună de iarnă. Primăvara, debit maxim."
"data.trails.millomeris-falls.localSecret","new","","Do Millomeris when Caledonia is too much. Flow peaks 1–2 days after rain. Platres trout after.","Mergeți la Millomeris când Caledonia e prea mult. Debitul culminează la 1–2 zile după ploaie. Apoi păstrăv în Platres."
"data.trails.millomeris-falls.winterNotes","new","","Grade 3 linear path. Muddy and slippery after rain. Strong waterfall flow in late winter.","Potecă liniară de gradul 3. Noroioasă și alunecoasă după ploaie. Debit puternic al cascadei la sfârșitul iernii."
"data.trails.millomeris-falls.winterSafety","new","","Grade 3—steep sections and stream crossings. Wooden walkways slippery when wet. Not a beginner route despite the short distance.","Gradul 3 — porțiuni abrupte și traversări de pârâu. Podețele de lemn alunecă atunci când sunt ude. Nu e un traseu pentru începători, în ciuda distanței scurte."
"data.trails.mnimata-piskopon.localSecret","new","","The first km is shared with Kampos tou Livadiou. Views from the cliff edges are the reward. Kakopetria for lunch at the end.","Primul kilometru e comun cu Kampos tou Livadiou. Priveliștile de pe marginea stâncilor sunt răsplata. Kakopetria pentru prânz la final."
"data.trails.mnimata-piskopon.winterNotes","new","","Official guide lists March–November; can be snowy. Linear—arrange transport at both ends. Watch forest-road junctions at the start.","Ghidul oficial indică martie–noiembrie; poate fi zăpadă. Liniar — aranjați transportul la ambele capete. Atenție la intersecțiile drumurilor forestiere la început."
"data.trails.moni-fylagra.localSecret","new","","Visit Timios Stavros in Pelendri (UNESCO) after. Krasochoria wineries nearby.","Vizitați apoi Timios Stavros din Pelendri (UNESCO). Cramele din Krasochoria sunt aproape."
"data.trails.moni-fylagra.winterNotes","new","","Official guide lists March–November. Rocky sections—risk of slipping. Linear; allow 2 hours if returning the same way.","Ghidul oficial indică martie–noiembrie. Porțiuni stâncoase — risc de alunecare. Liniar; socotiți 2 ore dacă vă întoarceți pe același drum."
"data.trails.moutti-anemwn.localSecret","new","","Combine with Gefyria for a longer day. The Paphos forest has a different character to Troodos.","Combinați cu Gefyria pentru o zi mai lungă. Pădurea Paphos are alt caracter decât Troodos."
"data.trails.moutti-anemwn.winterNotes","new","","Quiet in winter. Windy on the peak—hence the name.","Liniștit iarna. Vânt pe vârf — de aici numele."
"data.trails.moutti-athasias.localSecret","new","","Chosen by locals, not tourists. Combine with Karvounarka for a longer loop.","Ales de localnici, nu de turiști. Combinați cu Karvounarka pentru o buclă mai lungă."
"data.trails.moutti-athasias.winterNotes","new","","Ideal winter walk. Cool forest. Cave is the reward.","Plimbare de iarnă ideală. Pădure răcoroasă. Peștera e răsplata."
"data.trails.mylikouri.localSecret","new","","Solea Valley classic. Forest, streams. Kakopetria trout rewards.","Un clasic al văii Solea. Pădure, pâraie. Păstrăvul din Kakopetria răsplătește."
"data.trails.mylikouri.winterNotes","new","","Crisp in winter. Often clear. Kakopetria for trout after.","Proaspăt iarna. Adesea senin. Apoi păstrăv în Kakopetria."
"data.trails.olympus-summit.localSecret","new","","On clear winter days you can see both coasts. Start early; cloud often builds by midday. Ski resort café for post-hike warmth.","În zilele senine de iarnă se văd ambele coaste. Porniți devreme; norii se adună adesea până la prânz. Cafeneaua stațiunii încălzește după drumeție."
"data.trails.olympus-summit.winterNotes","new","","Snow/ice common Jan to Mar. Microspikes recommended. Check resort status; ski area may restrict access.","Zăpadă/gheață frecvente ian.–mar. Se recomandă colțari ușori. Verificați starea stațiunii de schi; accesul poate fi restricționat."
"data.trails.olympus-summit.winterSafety","new","","Snow and ice common Jan to Mar. Microspikes or crampons often required. Check ski resort status; access may be restricted. Do not attempt in whiteout or high wind. Emergency: 112.","Zăpadă și gheață frecvente ian.–mar. Adesea sunt necesari colțari ușori sau colțari. Verificați starea stațiunii de schi; accesul poate fi restricționat. Nu încercați pe vizibilitate zero sau vânt puternic. Urgențe: 112."
"data.trails.panagia-agapis-vavla.localSecret","new","","Allow a full morning—Larnaca hinterland at its calmest in winter.","Socotiți o dimineață întreagă — hinterlandul Larnacăi e cel mai calm iarna."
"data.trails.panagia-agapis-vavla.winterNotes","new","","Long loop; carry water. Mild Larnaca hills.","Buclă lungă; luați apă. Dealurile blânde ale Larnacăi."
"data.trails.panagia-agioi-saranda.localSecret","new","","Short church-to-church walk—pair with Konnos–Agioi Anargyroi loop.","Scurtă plimbare din biserică în biserică — combinați cu bucla Konnos–Agioi Anargyroi."
"data.trails.panagia-agioi-saranda.winterNotes","new","","Ideal winter coastal walk; few crowds.","Plimbare de coastă ideală iarna; puțină lume."
"data.trails.panagia-agios-ioannis.localSecret","new","","Stitch into Profitis Ilias–Konnos for a longer Protaras coastal day.","Legați cu Profitis Ilias–Konnos pentru o zi de coastă mai lungă în Protaras."
"data.trails.panagia-agios-ioannis.winterNotes","new","","Year-round mild coastal classic.","Un clasic de coastă blând tot anul."
"data.trails.panagia-araka-stavros.localSecret","new","","Start at Panagia tou Araka for the frescoes first, then walk toward Agiasmati while the light is still good on the vineyards.","Începeți la Panagia tou Araka cu frescele, apoi mergeți spre Agiasmati cât lumina mai cade frumos pe vii."
"data.trails.panagia-araka-stavros.winterNotes","new","","Cooler at 1,000 m+. Grade 3 ups and downs. Churches may have limited winter hours—check before you go.","Mai răcoare peste 1.000 m. Urcușuri și coborâșuri de gradul 3. Bisericile pot avea iarna program redus — verificați înainte să plecați."
"data.trails.panagia-araka-stavros.winterSafety","new","","Linear route—arrange pickup at Stavros tou Agiasmati or return via road. Grade 3; can be slippery when wet.","Traseu liniar — aranjați preluarea la Stavros tou Agiasmati sau întoarceți-vă pe șosea. Gradul 3; alunecos pe umezeală."
"data.trails.panagia-tis-amasgou.localSecret","new","","Gentle, quiet. Olive groves and winter light. Krasochoria wineries nearby.","Blând, liniștit. Livezi de măslini și lumină de iarnă. Cramele Krasochoria sunt aproape."
"data.trails.panagia-tis-amasgou.winterNotes","new","","Easy winter walk. Mild. Good for families.","Plimbare de iarnă ușoară. Blândă. Bună pentru familii."
"data.trails.pano-ambelia.localSecret","new","","Quiet Askas start—combine with Kakopetria or Machairas hinterland.","Start liniștit din Askas — combinați cu Kakopetria sau hinterlandul Machairas."
"data.trails.pano-ambelia.winterNotes","new","","Grade 3 short loop—exposed in summer; winter is comfortable.","Buclă scurtă de gradul 3 — expusă vara; iarna e confortabilă."
"data.trails.panthea.localSecret","new","","The refuge at the start is magical. Park cars at both ends for a one-way hike.","Refugiul de la start e magic. Lăsați mașini la ambele capete pentru un traseu într-un singur sens."
"data.trails.panthea.winterNotes","new","","Best in winter. Cloudy weather adds drama.","Cel mai bine iarna. Vremea înnorată adaugă dramatism."
"data.trails.pentadaktylos.localSecret","new","","Five Fingers. Coast and range. Bellapais abbey in view.","Cele Cinci Degete. Coastă și lanț muntos. Abația Bellapais în raza privirii."
"data.trails.pentadaktylos.winterNotes","new","","Mild. Coast views. Check access. Bellapais and St Hilarion nearby.","Blând. Priveliști spre coastă. Verificați accesul. Bellapais și St Hilarion în apropiere."
"data.trails.persephone-extended.localSecret","new","","More Persephone. Forest, mountain. Platres trout after.","Mai multă Persefona. Pădure, munte. Apoi păstrăv în Platres."
"data.trails.persephone-extended.winterNotes","new","","Cool at elevation. Often clear. Platres nearby.","Răcoros la altitudine. Adesea senin. Platres în apropiere."
"data.trails.persephone.localSecret","new","","Late Feb to early Mar: look for cyclamen and anemones in the clearings. Less crowded than Artemis.","De la sfârșitul lui februarie la începutul lui martie: căutați ciclamene și anemone în poieni. Mai puțin aglomerat decât Artemis."
"data.trails.persephone.winterNotes","new","","Feb to Mar wildflowers in clearings. Can be icy after cold snaps; check conditions.","Flori sălbatice feb.–mar. în poieni. Poate fi polei după valurile de frig; verificați condițiile."
"data.trails.petra-tou-romiou.localSecret","new","","Walk east toward the quieter coves once you've had your fill of Aphrodite's Rock. The low bluffs give better views for photos, especially late afternoon when the light drops behind you.","După ce v-ați săturat de Stânca Afroditei, mergeți spre est către golfulețele mai liniștite. Falezele joase oferă unghiuri mai bune pentru fotografii, mai ales după-amiaza târziu, cu lumina în spate."
"data.trails.petra-tou-romiou.winterNotes","new","","Ideal winter walk; mild temperatures and fewer people. Waves can be stronger after storms; stay well back from the waterline on rough days.","Plimbare de iarnă ideală; temperaturi blânde și mai puțină lume. Valurile pot fi mai puternice după furtuni; în zilele agitate stați bine în spatele liniei apei."
"data.trails.petra-tou-romiou.winterSafety","new","","Do not swim here; currents are strong even on calm days. Stay back from the waterline in winter storms; rogue waves can reach higher than expected. Coastal wind can be brisk; bring a layer.","Nu înotați aici; curenții sunt puternici chiar și în zilele calme. În furtunile de iarnă stați departe de linia apei; valuri izolate urcă mai sus decât v-ați aștepta. Vântul de coastă poate fi tăios; luați un strat în plus."
"data.trails.petros-vanezis.localSecret","new","","Pitsilia character in a short loop—pair with Kakopetria lunch.","Caracter de Pitsilia într-o buclă scurtă — combinați cu un prânz în Kakopetria."
