"key","status","en_was","en","translation"
"data.secretGems.st-hilarion-window.title","new","","St Hilarion: the Queen's Window","St. Hilarion: das Fenster der Königin"
"data.secretGems.statos-village-wine.body","new","","Statos is a wine village. Chrysorrogiatissa monastery is nearby. But the village itself—stone houses, a square, a kafenion—gets overlooked. Stop. Walk. The pace is slower than Omodos or Koilani. Tria Elit winery is here. The village feeds into the wine; the wine doesn't define the village. Winter light. Silence. The kind of place you find when you're not looking.","Statos ist ein Weindorf. Das Kloster Chrysorrogiatissa liegt in der Nähe. Aber das Dorf selbst — Steinhäuser, ein Platz, ein Kafenion — wird übersehen. Halten Sie an. Gehen Sie. Das Tempo ist langsamer als in Omodos oder Koilani. Das Weingut Tria Elit ist hier. Das Dorf speist den Wein; der Wein definiert nicht das Dorf. Winterlicht. Stille. Die Art Ort, die man findet, wenn man nicht sucht."
"data.secretGems.statos-village-wine.title","new","","Statos: the village behind the wine","Statos: das Dorf hinter dem Wein"
"data.secretGems.the-farmyard-akamas.body","new","","Wiz 50 Best top 5. Ethnic Asian comfort in Kathikas. Do Adonis or Aphrodite in the morning, then book lunch. Reserve 1–2 days ahead; weekends fill. Vasilikon and Sygkrasi wineries are minutes away. The Akamas trails earn you this meal. The village setting and the food make it a destination.","Wiz 50 Best, Top 5. Asiatische Wohlfühlküche in Kathikas. Vormittags Adonis oder Aphrodite, dann das Mittagessen. Reservieren Sie ein bis zwei Tage vorher; Wochenenden sind voll. Die Weingüter Vasilikon und Sygkrasi sind Minuten entfernt. Die Akamas-Wege verdienen Ihnen dieses Essen. Dorfkulisse und Küche machen es zum Ziel."
"data.secretGems.the-farmyard-akamas.title","new","","The Farmyard: book ahead","The Farmyard: vorab reservieren"
"data.secretGems.tochni-agrotourism-stay.body","new","","One night is a pause. Two nights is when Tochni works. Cook in the guesthouse kitchen. Walk the 2.8 km trail at dusk. Choirokoitia by day, village silence by evening. The golden stone catches fire at 4pm in December.","Eine Nacht ist eine Pause. Ab zwei Nächten funktioniert Tochni. Kochen Sie in der Gästehausküche. Gehen Sie den kurzen Rundweg in der Dämmerung. Tagsüber Choirokoitia, abends Dorfstille. Der goldene Stein fängt im Dezember um vier Feuer."
"data.secretGems.tochni-agrotourism-stay.title","new","","Tochni: stay two nights minimum","Tochni: mindestens zwei Nächte"
"data.secretGems.tomb-of-kings-light.body","new","","The underground tombs stay cool. In winter the contrast with the mild coastal air is striking. Go mid-morning if you want the tombs first. Or late afternoon: the light on the stone, the shadows long. The site closes at 5pm in winter. Get there by 3:30. You'll have an hour and a half. The scale hits differently when the sun is low.","Die unterirdischen Gräber bleiben kühl. Im Winter ist der Kontrast zur milden Küstenluft eindrücklich. Gehen Sie am Vormittag, wenn Sie zuerst die Gräber wollen. Oder am späten Nachmittag: das Licht auf dem Stein, die Schatten lang. Im Winter schließt die Anlage um 17 Uhr. Seien Sie um halb vier dort. Anderthalb Stunden gehören Ihnen. Die Dimension wirkt anders, wenn die Sonne tief steht."
"data.secretGems.tomb-of-kings-light.title","new","","Tomb of Kings: late afternoon","Königsgräber: am späten Nachmittag"
"data.secretGems.tomb-of-kings-mosaics.body","new","","Do the tombs in the morning; the light casts long shadows in the chambers. Allow an hour. Then Pafos mosaics or harbour for lunch. The Tomb of the Kings sits north of the harbour; the mosaics and castle are fifteen minutes away. Winter is atmospheric—cool underground, mild above. Pair with Kouklia village for a slower pace.","Gehen Sie vormittags zu den Gräbern; das Licht wirft lange Schatten in die Kammern. Rechnen Sie mit einer Stunde. Dann die Mosaiken von Paphos oder der Hafen zum Mittagessen. Die Königsgräber liegen nördlich des Hafens; Mosaiken und Festung sind fünfzehn Minuten entfernt. Der Winter hat Atmosphäre — kühl unter der Erde, mild darüber. Kombinieren Sie mit dem Dorf Kouklia für ein langsameres Tempo."
"data.secretGems.tomb-of-kings-mosaics.title","new","","Tombs of the Kings: then the mosaics","Königsgräber: danach die Mosaiken"
"data.secretGems.troodos-square-warmth.body","new","","After Artemis, Atalante, or Persephone. Hot chocolate, coffee, sandwiches. Snow possible—cosy inside. The square is the Troodos hub. Essential post-hike warmth. Olympus ski resort is nearby when snow falls. Simple, no fuss. The mountains do the work; Troodos Square restores you.","Nach Artemis, Atalante oder Persephone. Heiße Schokolade, Kaffee, Sandwiches. Schnee möglich — drinnen ist es gemütlich. Der Platz ist der Knotenpunkt des Troodos. Unverzichtbare Wärme nach der Tour. Bei Schnee ist das Skigebiet am Olymp nah. Einfach, ohne Aufhebens. Die Berge leisten die Arbeit; der Troodos-Platz stellt Sie wieder her."
"data.secretGems.troodos-square-warmth.title","new","","Troodos Square: post-hike warmth","Troodos-Platz: Wärme nach der Wanderung"
"data.secretGems.tsangarides-organic.body","new","","The family has made wine in Lemona for over a century; commercial since 2005. Mattaro 2005 and Cabernet 2005 both won gold. Mon–Sat 9–5; closed Sunday. Their Agios Efrem red (Grenache, Mataro, Shiraz) is worth asking about. Part of the Laona route; combine with Vouni Panayia and Chrysorrogiatissa for a full Paphos hills day.","Die Familie macht seit über einem Jahrhundert Wein in Lemona; kommerziell seit 2005. Mattaro 2005 und Cabernet 2005 holten beide Gold. Mo–Sa 9–17 Uhr; sonntags geschlossen. Nach dem Roten Agios Efrem (Grenache, Mataro, Shiraz) lohnt es sich zu fragen. Teil der Laona-Route; kombinieren Sie mit Vouni Panayia und Chrysorrogiatissa für einen vollen Tag in den Paphos-Hügeln."
"data.secretGems.tsangarides-organic.title","new","","Tsangarides: a century in Lemona","Tsangarides: ein Jahrhundert in Lemona"
"data.secretGems.tsiakkas-heights.body","new","","Their Petralona vineyard at 1,460m is among the highest in Europe. Ask about it. The Promara 2020 was voted one of Decanter's 100 best wines in the world. Book a tour at 12:00 or 14:00—the terrace has heaters in winter. Pelendri village; combine with Artemis trail or Omodos. The family often pours; they'll point you to the best halloumi in the village.","Ihr Petralona-Weinberg auf 1.460 m gehört zu den höchsten Europas. Fragen Sie danach. Der Promara 2020 wurde in Decanters 100 beste Weine der Welt gewählt. Buchen Sie eine Führung um 12 oder 14 Uhr — die Terrasse hat im Winter Heizstrahler. Dorf Pelendri; kombinieren Sie mit dem Artemis-Weg oder Omodos. Oft schenkt die Familie selbst aus; sie verrät Ihnen auch den besten Halloumi im Dorf."
"data.secretGems.tsiakkas-heights.title","new","","Tsiakkas: the vineyard at 1,460 metres","Tsiakkas: der Weinberg auf 1.460 Metern"
"data.secretGems.tzelefos-dawn.body","new","","The bridge before 9am in winter. Mist on the Diarizos, moss wet, no one else. Park at Agios Nikolaos and walk down. The arch in grey light is worth the early start. Milia lodge does breakfast if you stayed. If not, drive back through the forest slow.","Die Brücke vor neun Uhr im Winter. Nebel über dem Diarizos, das Moos nass, niemand sonst. Parken Sie bei Agios Nikolaos und gehen Sie hinunter. Der Bogen im grauen Licht ist das frühe Aufstehen wert. Die Milia-Lodge macht Frühstück, wenn Sie dort übernachtet haben. Wenn nicht: Fahren Sie langsam durch den Wald zurück."
"data.secretGems.tzelefos-dawn.title","new","","Tzelefos at dawn","Tzelefos im Morgengrauen"
"data.secretGems.vasilikon-akamas.body","new","","Kathikas sits at 650–700m on the Akamas–Laona edge. Do Adonis or Aphrodite trail in the morning, Polis harbour for lunch, then Vasilikon on the loop back. Their Xynisteri has PDO status; Ayios Onoufrios is the flagship red. No appointment needed—Mon–Sun 8:30–18:00. The cellar, museum, and terrace overlook the Akamas. Cheese platters with tastings. Quieter than Omodos.","Kathikas liegt auf 650–700 m an der Kante von Akamas und Laona. Vormittags Adonis- oder Aphrodite-Weg, mittags der Hafen von Polis, dann Vasilikon auf der Schleife zurück. Ihr Xynisteri trägt PDO-Status; Ayios Onoufrios ist der Flaggschiff-Rote. Keine Anmeldung nötig — Mo–So 8:30–18:00. Keller, Museum und Terrasse blicken auf den Akamas. Käseplatten zu den Proben. Ruhiger als Omodos."
"data.secretGems.vasilikon-akamas.title","new","","Vasilikon: on the Akamas loop","Vasilikon: an der Akamas-Schleife"
"data.secretGems.vavla-quiet-escape.body","new","","Between Larnaca and Troodos. No lace, no wine route fame. Just quiet lanes, olive groves, and guesthouses that offer silence. In winter you might be the only visitor. The village sits in a fold of the hills. Walk the streets. Find the kafenion. The pace is slow. It's the kind of place where you stay one night and wish for two. Use it as a base for Lefkara, Choirokoitia, or the Troodos. Or don't. Just be there.","Zwischen Larnaka und Troodos. Keine Spitze, kein Weinrouten-Ruhm. Nur stille Gassen, Olivenhaine und Gästehäuser, die Stille anbieten. Im Winter sind Sie vielleicht der einzige Gast. Das Dorf liegt in einer Falte der Hügel. Gehen Sie die Straßen ab. Finden Sie das Kafenion. Das Tempo ist langsam. Ein Ort, an dem man eine Nacht bleibt und sich zwei wünscht. Nutzen Sie es als Basis für Lefkara, Choirokoitia oder das Troodos. Oder nicht. Seien Sie einfach dort."
"data.secretGems.vavla-quiet-escape.title","new","","Vavla: the village nobody mentions","Vavla: das Dorf, das niemand nennt"
"data.secretGems.vlassides-rainbow.body","new","","Sophocles Vlassides studied at UC Davis; the winery was shortlisted for the Mies van der Rohe Award. The Rainbow tasting (€7.50) pours three wines; the 4×4 (€18) pairs four wines with four cheeses. Book at least a day ahead. Koilani village, Krasochoria. Their Shiraz and Cabernet are standouts—fruit-forward, minimal oak. The building itself is worth seeing.","Sophocles Vlassides hat in UC Davis studiert; das Weingut stand auf der Shortlist des Mies-van-der-Rohe-Preises. Die Rainbow-Probe (7,50 €) schenkt drei Weine aus; die 4×4 (18 €) paart vier Weine mit vier Käsen. Mindestens einen Tag vorher buchen. Dorf Koilani, Krasochoria. Shiraz und Cabernet stechen heraus — fruchtbetont, wenig Holz. Das Gebäude selbst ist sehenswert."
"data.secretGems.vlassides-rainbow.title","new","","Vlassides: the Rainbow tasting","Vlassides: die Rainbow-Probe"
"data.secretGems.vouni-panayia-commandaria.body","new","","Ask for a comparative Commandaria tasting—younger and older vintages side by side. You'll taste what time does to the wine. The museum and film add context. Panayia village church has a revered icon; locals combine a quick stop. Winter hours 9–4. Combine with Pafos mosaics or Polis for a full Laona day.","Bitten Sie um eine vergleichende Commandaria-Probe — jüngere und ältere Jahrgänge nebeneinander. Sie schmecken, was die Zeit mit dem Wein macht. Museum und Film geben den Kontext. Die Dorfkirche von Panayia birgt eine verehrte Ikone; Einheimische verbinden einen kurzen Halt. Winteröffnung 9–16 Uhr. Kombinieren Sie mit den Mosaiken von Paphos oder Polis für einen vollen Laona-Tag."
"data.secretGems.vouni-panayia-commandaria.title","new","","Vouni Panayia: compare the vintages","Vouni Panayia: Jahrgänge vergleichen"
"data.secretGems.vretsia-early-start.body","new","","Evacuated village, forest trail to Roudias bridge. Remote. Start by 9am in winter—light is short. Tell someone your route. The watermill ruins halfway. The bridge at the end. Worth it. Not a casual stroll.","Verlassenes Dorf, Waldweg zur Roudias-Brücke. Abgelegen. Starten Sie im Winter bis neun — das Licht ist kurz. Sagen Sie jemandem Ihre Route. Die Mühlenruinen auf halbem Weg. Die Brücke am Ende. Es lohnt sich. Kein beiläufiger Spaziergang."
"data.secretGems.vretsia-early-start.title","new","","Vretsia: start early, tell someone","Vretsia: früh los, jemandem Bescheid geben"
"data.secretGems.zambartas-aes-ambelis.body","new","","Twenty minutes from Limassol. Do both in one afternoon. Zambartas first—clean, modern, the Lefkada is a flagship. Then Aes Ambelis next door. Compare styles. The drive between is nothing. The winemakers know each other. They'll tell you. Two estates, one trip.","Zwanzig Minuten von Limassol. Machen Sie beide an einem Nachmittag. Zuerst Zambartas — klar, modern, der Lefkada ist ein Aushängeschild. Dann Aes Ambelis nebenan. Vergleichen Sie die Stile. Die Fahrt dazwischen ist nichts. Die Winzer kennen einander. Sie erzählen es Ihnen. Zwei Güter, ein Ausflug."
"data.secretGems.zambartas-aes-ambelis.title","new","","Zambartas, then Aes Ambelis","Zambartas, dann Aes Ambelis"
"data.secretGems.zambartas-winemaker.body","new","","Book the Winemaker's Selection (€20)—it's the one that includes an exclusive barrel sample of their Commandaria. Marcos Zambartas still leads tastings when he's in. The platter—halloumi, lountza, fruit, bread with organic olive oil—pairs well. Twenty-five minutes from Limassol. Do Kourion or Kolossi in the morning; Zambartas in the afternoon. Winter hours: Mon–Fri to 5pm, weekends to 6pm.","Buchen Sie die Winemaker's Selection (20 €) — sie schließt eine exklusive Fassprobe ihrer Commandaria ein. Marcos Zambartas führt die Proben oft noch selbst, wenn er da ist. Die Platte — Halloumi, Lountza, Obst, Brot mit Bio-Olivenöl — passt gut dazu. Fünfundzwanzig Minuten von Limassol. Vormittags Kourion oder Kolossi; nachmittags Zambartas. Winteröffnung: Mo–Fr bis 17 Uhr, am Wochenende bis 18 Uhr."
"data.secretGems.zambartas-winemaker.title","new","","Zambartas: ask for the barrel sample","Zambartas: fragen Sie nach der Fassprobe"
"data.secretGems.zygi-fish-tavernas.body","new","","Between Larnaca and Limassol. No ruins, no lace. Just fish. The tavernas line the harbour; they serve what the boats brought in that morning. Locals eat here. Tourists rarely find it. Winter lunch on the waterfront—octopus, sea bream, calamari. The pace is slow. The coffee after is obligatory. Combine with Kiti and the Angeloktisti church, or Choirokoitia. Zygi is where Cypriots go for Sunday fish. You should too.","Zwischen Larnaka und Limassol. Keine Ruinen, keine Spitze. Nur Fisch. Die Tavernen säumen den Hafen; serviert wird, was die Boote am Morgen brachten. Hier essen Einheimische. Touristen finden es selten. Wintermittag am Wasser — Oktopus, Dorade, Calamari. Das Tempo ist langsam. Der Kaffee danach ist Pflicht. Kombinieren Sie mit Kiti und der Angeloktisti-Kirche oder Choirokoitia. Nach Zygi fahren Zyprer zum Sonntagsfisch. Sie auch."
"data.secretGems.zygi-fish-tavernas.title","new","","Zygi: the fishing village","Zygi: das Fischerdorf"
"data.secretGems.zygi-sunday.body","new","","Between Larnaca and Limassol. No ruins, no lace. Just fish. The tavernas line the harbour; they serve what the boats brought in. Sunday is locals' day. Octopus, sea bream, calamari. The pace is slow. The coffee after is obligatory. Combine with Choirokoitia or Lefkara. Tourists rarely find it.","Zwischen Larnaka und Limassol. Keine Ruinen, keine Spitze. Nur Fisch. Die Tavernen säumen den Hafen; serviert wird, was die Boote brachten. Sonntag ist der Tag der Einheimischen. Oktopus, Dorade, Calamari. Das Tempo ist langsam. Der Kaffee danach ist Pflicht. Kombinieren Sie mit Choirokoitia oder Lefkara. Touristen finden es selten."
"data.secretGems.zygi-sunday.title","new","","Zygi: where Cypriots go for fish","Zygi: wohin Zyprer zum Fisch fahren"
"data.trails.adonis.localSecret","new","","Refill at Kefalovrysia spring. The Baths of Aphrodite café at the trailhead does a good post-hike coffee. Combine with Kolios or Vasilikon winery on the loop back.","An der Kefalovrysia-Quelle Wasser nachfüllen. Das Café an den Bädern der Aphrodite am Startpunkt macht einen guten Kaffee nach der Tour. Auf dem Rückweg mit dem Weingut Kolios oder Vasilikon verbinden."
"data.trails.adonis.winterNotes","new","","Best season for this trail. Cool temps, fewer crowds. Some muddy patches after rain.","Die beste Jahreszeit für diesen Weg. Kühle Temperaturen, weniger Andrang. Nach Regen einige schlammige Stellen."
"data.trails.adonis.winterSafety","new","","Winter is ideal; avoid summer heat. Some muddy patches after rain. Stay on marked path; Akamas has unexploded ordnance in places.","Der Winter ist ideal; die Sommerhitze meiden. Nach Regen einige schlammige Stellen. Auf dem markierten Weg bleiben; im Akamas liegen stellenweise Blindgänger."
"data.trails.agia-irini.localSecret","new","","One of Cyprus's finest gorges. Narrow sections, endemic plants. Arrange transport.","Eine der schönsten Schluchten Zyperns. Enge Passagen, endemische Pflanzen. Transport organisieren."
"data.trails.agia-irini.winterNotes","new","","Ideal winter hike. Cool, shaded. Rocky underfoot.","Ideale Winterwanderung. Kühl, schattig. Felsiger Untergrund."
"data.trails.agia-tilliria.localSecret","new","","Walk the asphalt back for a circular route. The sea view from the forest is rare in Cyprus.","Über den Asphalt zurückgehen, dann wird eine Runde daraus. Der Meerblick aus dem Wald ist auf Zypern selten."
"data.trails.agia-tilliria.winterNotes","new","","Cool and quiet. The area feels different—more remote.","Kühl und still. Die Gegend fühlt sich anders an — abgelegener."
"data.trails.agia-varvara-stavrovouni.localSecret","new","","Park at Agia Varvara if trailhead lot is full. Combine with Stavrovouni loop for a full workout.","In Agia Varvara parken, wenn der Platz am Start voll ist. Mit der Stavrovouni-Runde zu einem vollen Workout verbinden."
"data.trails.agia-varvara-stavrovouni.winterNotes","new","","Avoid wooden steps when wet—slippery. Best in dry conditions.","Die Holzstufen bei Nässe meiden — rutschig. Am besten bei trockenen Bedingungen."
"data.trails.agiasma.localSecret","new","","Pair with a Kathikas wine stop—the Laona hills reward a late-morning start.","Mit einem Weinstopp in Kathikas verbinden — die Laona-Hügel belohnen einen späten Vormittagsstart."
"data.trails.agiasma.winterNotes","new","","Mild Paphos hills. Can be muddy after rain.","Milde Paphos-Hügel. Nach Regen mitunter schlammig."
"data.trails.agioi-anargyroi-circular.localSecret","new","","Three start points—park at whichever is quietest. Pair with Kavos or Cyclops for a full park day.","Drei Startpunkte — dort parken, wo es am ruhigsten ist. Mit Kavos oder der Zyklopenhöhle zu einem vollen Parktag verbinden."
"data.trails.agioi-anargyroi-circular.winterNotes","new","","Ideal winter walk. Mild. Quieter than summer. Year-round per official guide.","Idealer Winterspaziergang. Mild. Ruhiger als im Sommer. Laut offiziellem Führer ganzjährig."
"data.trails.agros-kato-mylos.localSecret","new","","Stop for loukoumi and rose products in Agros after the loop.","Nach der Runde in Agros für Loukoumi und Rosenprodukte anhalten."
"data.trails.agros-kato-mylos.winterNotes","new","","Official outside-forest trail. Winter is a good season—cooler and quieter.","Offizieller Weg außerhalb des Waldes. Der Winter ist eine gute Saison — kühler und ruhiger."
"data.trails.almirolivado.localSecret","new","","Go with someone who knows it. The lake appears only after snow or rain. Detour to the giant juniper adds 1 km and is worth it.","Mit jemandem gehen, der den Weg kennt. Der See erscheint nur nach Schnee oder Regen. Der Abstecher zum riesigen Wacholder kostet 1 km extra und lohnt sich."
"data.trails.almirolivado.winterNotes","new","","Best in winter. Lake appears only after snow or heavy rain. Slippery when icy.","Am besten im Winter. Der See erscheint nur nach Schnee oder starkem Regen. Bei Eis rutschig."
"data.trails.almirolivado.winterSafety","new","","Sections can be slippery when icy. Do not attempt alone. Emergency: 112.","Abschnitte können bei Eis rutschig sein. Nicht allein versuchen. Notruf: 112."
"data.trails.aphrodite-cape-greco.localSecret","new","","Short loop that stitches into Sea Caves and Konnos–Agioi Anargyroi. Best light late afternoon on limestone.","Kurze Runde, die sich mit den Meereshöhlen und Konnos–Agioi Anargyroi verknüpft. Das Licht auf dem Kalkstein ist am späten Nachmittag am schönsten."
"data.trails.aphrodite-cape-greco.winterNotes","new","","Ideal winter walk. Mild. Year-round per official guide. Not the Akamas Aphrodite Trail.","Idealer Winterspaziergang. Mild. Laut offiziellem Führer ganzjährig. Nicht der Aphrodite-Weg im Akamas."
"data.trails.aphrodite.localSecret","new","","Moutti tis Sotiras is the high point. Stop there. The bay views open out. The Baths of Aphrodite café awaits when you're done. You've earned it.","Moutti tis Sotiras ist der höchste Punkt. Dort anhalten. Der Blick über die Bucht öffnet sich. Das Café an den Bädern der Aphrodite wartet am Ende. Verdient."
"data.trails.aphrodite.winterNotes","new","","Ideal winter hike. Mild coast temps. Wildflowers Feb to Mar.","Ideale Winterwanderung. Milde Küstentemperaturen. Feb.–März Wildblumen."
"data.trails.aphrodite.winterSafety","new","","Ideal winter coastal hike. Cool temps, wildflowers Feb to Mar. Carry wind layer; exposed ridge.","Ideale Küstenwanderung im Winter. Kühle Temperaturen, Feb.–März Wildblumen. Windschicht mitnehmen; exponierter Grat."
"data.trails.archangelos-mylos-rodous.localSecret","new","","Short UNESCO church pairing—Galata and Kakopetria in one day.","Kurze UNESCO-Kirchen-Kombination — Galata und Kakopetria an einem Tag."
"data.trails.archangelos-mylos-rodous.winterNotes","new","","Official outside-forest trail. Winter is a good season—cooler and quieter.","Offizieller Weg außerhalb des Waldes. Der Winter ist eine gute Saison — kühler und ruhiger."
"data.trails.argakas-dam.localSecret","new","","The dam view point is the payoff—allow time at the northern overlook before looping back.","Der Blick auf den Damm ist die Belohnung — am nördlichen Aussichtspunkt Zeit lassen, bevor es zurückgeht."
"data.trails.argakas-dam.winterNotes","new","","Mild Paphos forest. Forest roads can be muddy after rain.","Milder Paphos-Wald. Die Forststraßen können nach Regen schlammig sein."
"data.trails.ariadni.localSecret","new","","Cloudy days make the ridgeline comfortable. Gerakies village for a post-hike stop.","An bewölkten Tagen ist der Grat angenehm. Das Dorf Gerakies für einen Stopp nach der Tour."
"data.trails.ariadni.winterNotes","new","","Grade 3 circular. Exposed sections; start early. Winter is the comfortable season.","Rundweg in Grad 3. Exponierte Abschnitte; früh starten. Der Winter ist die angenehme Jahreszeit."
"data.trails.arnies.localSecret","new","","Take the long route if you have time—the spring names the trail for a reason.","Die lange Route nehmen, wenn Zeit ist — die Quelle gibt dem Weg nicht umsonst den Namen."
"data.trails.arnies.winterNotes","new","","Mild Paphos hills. Grade 3 in places; allow 1–2 hours.","Milde Paphos-Hügel. Stellenweise Grad 3; 1–2 Stunden einplanen."
"data.trails.arsos.localSecret","new","","Krasochoria wine villages nearby—Arsos rewards a slow pace.","Die Krasochoria-Weindörfer sind nah — Arsos belohnt ein langsames Tempo."
"data.trails.arsos.winterNotes","new","","Official outside-forest trail. Winter is a good season—cooler and quieter.","Offizieller Weg außerhalb des Waldes. Der Winter ist eine gute Saison — kühler und ruhiger."
"data.trails.artemis.localSecret","new","","Start anti-clockwise; the eastern section has the best views and you hit them before lunch. Quietest on weekday mornings.","Gegen den Uhrzeigersinn starten; der Ostabschnitt hat die besten Ausblicke, und man erreicht sie vor Mittag. Werktags morgens am ruhigsten."
"data.trails.artemis.winterNotes","new","","Official guide lists March–November as most suitable; winter is doable when clear of ice. Can be icy after cold snaps; check conditions before starting.","Der offizielle Führer nennt März–November als beste Zeit; im Winter machbar, solange eisfrei. Nach Kälteeinbrüchen kann es vereist sein; vor dem Start die Bedingungen prüfen."
"data.trails.artemis.winterSafety","new","","After cold snaps, higher sections can be icy. Carry microspikes if forecast is near freezing. Troodos Visitor Centre posts conditions. Phone signal patchy; tell someone your route.","Nach Kälteeinbrüchen können höhere Abschnitte vereist sein. Microspikes mitnehmen, wenn die Prognose um den Gefrierpunkt liegt. Das Troodos-Besucherzentrum veröffentlicht Bedingungen. Handyempfang lückenhaft; jemandem die Route mitteilen."
"data.trails.atalante.localSecret","new","","Do Artemis and Atalante on different days. Combining both is a very long outing; the shared Chionistra circuit is the link.","Artemis und Atalante an verschiedenen Tagen gehen. Beide zusammen werden eine sehr lange Tour; der gemeinsame Chionistra-Rundweg ist das Bindeglied."
"data.trails.atalante.winterNotes","new","","Official guide lists March–November as most suitable; winter only when ice-free. Longer than Artemis—start early.","Der offizielle Führer nennt März–November als beste Zeit; im Winter nur eisfrei. Länger als der Artemis-Weg — früh starten."
"data.trails.atalante.winterSafety","new","","Long loop—do not underestimate. Ice after cold snaps; microspikes if needed. Tell someone your route. Emergency: 112.","Lange Runde — nicht unterschätzen. Eis nach Kälteeinbrüchen; bei Bedarf Microspikes. Jemandem die Route mitteilen. Notruf: 112."
"data.trails.avakas-gorge.localSecret","new","","The narrowest point is where the sky becomes a strip. Go slow. Avakas Winery nearby; combine gorge walk with a tasting. Call ahead.","An der engsten Stelle wird der Himmel zum Streifen. Langsam gehen. Das Weingut Avakas ist nah; die Schlucht mit einer Verkostung verbinden. Vorher anrufen."
"data.trails.avakas-gorge.winterNotes","new","","Check weather; avoid after rain. Gorge can be slippery. Best Dec to Apr when river is manageable.","Wetter prüfen; nach Regen meiden. Die Schlucht kann rutschig sein. Am besten Dez.–Apr., wenn der Fluss passierbar ist."
"data.trails.avakas-gorge.winterSafety","new","","Do NOT enter after heavy rain; flash flood risk. Gorge can be slippery. Best Dec to Apr when river is low. Emergency: 112.","Nach starkem Regen NICHT hineingehen; Sturzflutgefahr. Die Schlucht kann rutschig sein. Am besten Dez.–Apr., wenn der Fluss niedrig ist. Notruf: 112."
"data.trails.caledonia-alternative.localSecret","new","","Caledonia Falls at km 4 is the midpoint. Stop there. Rest. The waterfall is the reward before the push to Troodos. Arrange your lift before you start.","Der Caledonia-Wasserfall bei km 4 ist die Mitte. Dort anhalten. Ausruhen. Der Wasserfall ist die Belohnung vor dem letzten Stück nach Troodos. Die Mitfahrt vor dem Start organisieren."
"data.trails.caledonia-alternative.winterNotes","new","","Muddy sections. Snow possible at Troodos end. Start early.","Schlammige Abschnitte. Am Troodos-Ende Schnee möglich. Früh starten."
"data.trails.caledonia-alternative.winterSafety","new","","Point-to-point: arrange transport. Muddy sections; snow possible at Troodos end. Full-day hike; start early.","Streckenwanderung: Transport organisieren. Schlammige Abschnitte; am Troodos-Ende Schnee möglich. Tagestour; früh starten."
"data.trails.caledonia-falls.localSecret","new","","The falls are most impressive 1 to 2 days after rain. Check flow online or ask at Platres cafés.","Am eindrucksvollsten ist der Wasserfall 1–2 Tage nach Regen. Den Wasserstand online prüfen oder in den Cafés von Platres fragen."
"data.trails.caledonia-falls.winterNotes","new","","Muddy sections after rain. High slip risk at river crossings. Wear waterproof boots. Waterfall flow peaks in late winter/spring.","Nach Regen schlammige Abschnitte. Hohe Rutschgefahr an den Flussquerungen. Wasserdichte Stiefel tragen. Der Wasserfall führt im Spätwinter/Frühjahr am meisten Wasser."
"data.trails.caledonia-falls.winterSafety","new","","Slippery rocks near the falls. Stay on the path. Stream can rise quickly after rain; do not attempt in storm conditions. Trail can be muddy; waterproof boots essential.","Rutschige Felsen nahe dem Wasserfall. Auf dem Weg bleiben. Der Bach kann nach Regen schnell steigen; bei Sturm nicht versuchen. Der Weg kann schlammig sein; wasserdichte Stiefel unerlässlich."
"data.trails.cape-aspro.localSecret","new","","Narrow section at start—passable but careful. The combination of cliffs and sea is unforgettable.","Enge Stelle am Anfang — passierbar, aber vorsichtig. Die Kombination aus Klippen und Meer bleibt unvergesslich."
"data.trails.cape-aspro.winterNotes","new","","Ideal in winter. No shade at all. Cloudy days add drama.","Ideal im Winter. Überhaupt kein Schatten. Bewölkte Tage sorgen für Dramatik."
"data.trails.cape-greco.localSecret","new","","Start at Konnos Bay and walk toward the sea caves. The light on the limestone is best in the afternoon. Combine with Konnos for a swim in summer or a coffee in winter.","An der Konnos-Bucht starten und Richtung Meereshöhlen gehen. Das Licht auf dem Kalkstein ist nachmittags am schönsten. Mit Konnos verbinden — im Sommer zum Baden, im Winter auf einen Kaffee."
"data.trails.cape-greco.winterNotes","new","","Ideal winter hike. No snow, mild temps. Good for escaping cold elsewhere.","Ideale Winterwanderung. Kein Schnee, milde Temperaturen. Gut, um der Kälte anderswo zu entkommen."
"data.trails.cape-greco.winterSafety","new","","Ideal winter hike; mild, no snow. Coastal wind can be brisk; bring a layer. Path well-marked.","Ideale Winterwanderung; mild, kein Schnee. Der Küstenwind kann schneidend sein; eine Extraschicht mitnehmen. Der Weg ist gut markiert."
"data.trails.choirokoitia-trail.localSecret","new","","Do the site first, then walk toward the village for context.","Erst die Ausgrabungsstätte, dann Richtung Dorf gehen — für den Zusammenhang."
"data.trails.choirokoitia-trail.winterNotes","new","","Official outside-forest trail. Winter is a good season—cooler and quieter.","Offizieller Weg außerhalb des Waldes. Der Winter ist eine gute Saison — kühler und ruhiger."
"data.trails.chorteri.localSecret","new","","Combine with a mouflon visit at the station before you start—the forest rewards an early start.","Vor dem Start die Mufflons an der Station besuchen — der Wald belohnt den frühen Aufbruch."
"data.trails.chorteri.winterNotes","new","","Cool at elevation. Can be muddy after rain. Forest station café open seasonally.","Kühl in der Höhe. Nach Regen schlammig. Das Café der Forststation öffnet saisonal."
